PG num	LCCN
12431	18019413
12435	20011178
12436	20020942
12439	43034802
12442	22014542
12443	agr21001115
12450	11023055
12452	09002214
12453	08034835
12455	04004057
12456	12025284
12460	08015540
12462	56053809
12463	56053809
12464	56053809
12470	ca 09006133
12473	14002927
12478	22012340
12481	10020653
12483	45029042
12484	21016871
12492	05002579
12494	21021967
12495	21013416
12506	03021495
12508	81470578
12509	22007534
12513	78304895
12516	11028076
12518	rc 01000801
12519	73169876
12520	19014230
12523	18016740
12527	22005524
12528	unk83025146
12529	06028249
12540	22019955
12541	19005303
12544	04017991
12548	00001637
12549	02022199
12556	01031317
12557	13006732
12560	23004979
12570	17013075
12571	20015063
12573	14002927
12577	06022249
12580	09004493
12581	53056696
12585	20022713
12590	02021095
12592	74075845
12594	18015045
12596	20017411
12600	79111845
12606	ca 12001063
12611	74017073
12617	48043989
12625	18018805
12626	10012630
12629	21020134
12630	16009576
12635	03006936
12638	04007730
12640	14017946
12644	17022575
12647	74075845
12648	22021924
12649	22019145
12652	10012008
12653	98001846
12654	80108160
12656	86187326
12657	10012629
12658	03027493
12659	22005605
12661	01003748
12662	04018898
12663	16008232
12670	12004482
12673	18008985
12677	14016210
12678	10008933
12680	09002205
12682	86187295
12684	21021946
12686	13017653
12687	18017471
12694	08037283
12696	a  40002547
12725	07001627
12732	41034147
12740	20007661
12742	20007207
12743	14014556
12746	15024363
12748	43040447
12754	56053809
12755	56053809
12758	08035588
12759	04030973
12762	unk83008789
12763	16020440
12764	18016735
12769	17004794
12770	08024290
12771	06001407
12773	22006319
12779	11019414
12780	97142465
12784	15024363
12788	02020259
12789	17024402
12790	93838311
12791	11004936
12793	a  21000134
12794	19015915
12797	03012817
12798	78304752
12799	08032413
12800	54002907
12801	54002907
12805	86187300
12808	07021181
12811	11008467
12813	16008357
12814	16022947
12815	96126967
12816	01012865
12817	04019421
12818	a  12001623
12821	45050599
12826	16000099
12828	74075845
12829	20006261
12830	08031691
12832	03028123
12833	06004524
12839	22006602
12843	48043255
12846	mic59007384
12848	29000815
12851	04028956
12852	30028784
12853	04005501
12854	40023890
12855	18016741
12856	02018117
12858	09028246
12859	01031895
12863	20001943
12864	e  09001245
12867	16003540
12868	21021220
12870	20019340
12871	16020562
12874	09029788
12876	07040246
12877	18013027
12879	15014275
12882	20007207
12884	07016751
12887	17013235
12888	14002927
12890	15020494
12891	07007196
12892	11015857
12894	96907325
12896	15004382
12908	17028797
12909	21000618
12910	03023829
12911	22009636
12912	14010073
12914	16013998
12919	04009634
12920	14008223
12922	04005082
12924	04030973
12925	04030973
12926	a  13000355
12931	16006436
12932	70186096
12933	16017130
12935	21016802
12953	73110328
12955	08018391
12959	24016733
12960	sf 89099097
12974	72139764
12976	01009411
12977	20014161
12978	02028787
12983	20015962
12984	02000001
12985	02000001
12986	81473167
12989	09027447
12991	10023317
12992	04017799
12995	12009187
12996	23005714
12999	48025319
13001	rc 01000765
13003	12034886
13004	03020886
13007	03000391
13009	19012621
13012	56053809
13014	73164646
13015	ltf91004268
13017	08002612
13018	18021221
13019	05032478
13020	86187292
13021	56053809
13023	68047913
13028	02020259
13029	22008068
13030	14002927
13031	15010057
13032	15022483
13034	20004960
13037	12018759
13040	15024363
13041	77577204
13044	03031191
13045	19014927
13047	10011976
13055	05040748
13056	14002927
13057	41031119
13058	14016469
13061	sf 89099097
13064	04022753
13069	12021610
13071	19018643
13072	16008098
13073	00001595
13077	07011920
13084	39030217
13085	17011707
13088	75108126
13089	12024030
13091	15026257
13095	02000369
13097	28006965
13105	06042759
13106	06042759
13107	19019140
13111	a  10002245
13114	12024904
13115	02004810
13116	sf 89099097
13117	2002556409
13118	17030910
13119	00003021
13123	22004981
13124	05021060
13125	19001189
13127	18002326
13128	04024367
13130	05040748
13131	75046280
13132	21018083
13141	05036119
13143	08027503
13144	63024493
13145	sf 89099097
13146	20018254
13147	14011725
13154	sf 89099097
13155	12029333
13157	14006615
13160	01016425
13161	19009944
13162	04015064
13163	04031129
13167	77137755
13169	15024363
13170	28030431
13176	79170041
13177	10008398
13178	21014545
13179	14001068
13180	06020360
13181	11031637
13182	10015218
13188	a  15000519
13191	06043991
13194	10010512
13195	sf 89099097
13197	07026643
13201	83460146
13204	42043207
13206	02027431
13209	28018126
13210	17009390
13211	08026403
13220	02020259
13222	rc 01000875
13223	04013911
13224	04013911
13225	05040748
13226	11031496
13228	unk82057827
13232	02025196
13236	15003331
13237	11004838
13239	21001536
13240	12024679
13242	sf 89099097
13243	00006375
13246	02008117
13249	13001670
13254	11025126
13257	09008346
13261	09013923
13262	04016991
13264	30030076
13273	13013494
13275	19015770
13276	42035606
13277	02022669
13280	03006936
13282	21012085
13287	05040748
13288	16006820
13289	03010193
13290	36037130
13292	20018389
13293	11002081
13295	07031821
13296	10009083
13298	a  10001615
13300	23004185
13302	14019381
13304	04012672
13307	21003632
13308	76399138
13314	74016059
13321	11027489
13332	14007187
13333	15018523
13334	66014638
13336	f  01000378
13337	07037712
13340	unk82069408
13342	03013072
13343	15008429
13345	17029178
13350	50009345
13360	20015463
13363	07027625
13366	05040748
13369	10021747
13370	17027983
13372	13005687
13381	05040748
13384	unk81057494
13385	f  01000381
13392	10008462
13395	22013542
13396	14030417
13397	76039864
13400	unk81047460
13403	68005149
13405	42029938
13407	07031387
13410	85223181
13423	09022948
13430	20026990
13432	ca 10002798
13434	11018742
13437	17020418
13440	sf 89099097
13441	22020942
13442	09022208
13448	22026032
13449	13021780
13453	08026683
13455	02016918
13458	05042299
13464	51012964
13467	07017398
13469	03002183
13472	18016901
13474	04015627
13476	46028246
13477	10022819
13479	85117333
13481	04017988
13483	11018688
13484	48004102
13485	51013000
13488	67028412
13490	f  01001399
13492	10000369
13493	07026052
13496	18003020
13497	21013713
13498	20002264
13499	28017934
13501	16021051
13504	08037088
13506	04015182
13508	22016032
13517	10018610
13519	23001242
13520	02020259
13522	w  06000309
13530	12016964
13531	08015668
13537	11018257
13541	09005876
13542	15018826
13543	03010200
13547	21008686
13548	67026721
13549	68054793
13552	01003827
13553	22000613
13555	20017316
13556	02022305
13560	12026312
13561	08013607
13562	f  01000389
13567	01018551
13568	17004988
13574	19003313
13576	07032446
13597	06030886
13603	18026566
13604	77235347
13606	05040748
13610	10015681
13611	38010183
13612	78007414
13613	33004020
13614	33004020
13615	10006075
13617	56053809
13618	03014038
13619	04012154
13623	02020259
13624	02022806
13627	77353723
13635	unk83000251
13636	sf 89099097
13637	sf 89099101
13646	00517384
13647	11026521
13648	75311753
13649	99004939
13654	f  01001396
13655	sf 89099097
13656	06035999
13664	13012550
13665	19015629
13667	06031599
13670	10009821
13673	24016749
13674	10011289
13675	00005415
13678	99001069
13679	13001636
13685	07031217
13694	19019956
13706	19007231
13707	03028138
13715	16023553
13716	75010665
13718	11029867
13722	73077121
13723	11002691
13724	04008579
13728	03021947
13731	06038393
13733	65055565
13743	48025319
13748	66032723
13750	24028205
13755	03012090
13756	14000502
13757	99005818
13758	10019961
13759	34004111
13760	44045866
13763	19012983
13764	23026547
13767	unk84131654
13770	sf 89099097
13774	21007337
13775	19019502
13776	09019172
13778	16017130
13783	16001482
13784	99005065
13785	22017793
13786	03019188
13790	72194432
13791	27020149
13801	20006288
13806	05014126
13809	01013713
13811	01028131
13812	04006876
13813	11021861
13814	06009648
13823	10009514
13824	97142994
13826	98001498
13827	19014237
13828	sf 89099097
13830	70263963
13831	a  12001385
13832	unk82109062
13833	13019165
13835	06028070
13836	unk83028128
13842	01025416
13843	43048599
13844	14011356
13845	ltf91063637
13846	11033721
13852	13020233
13854	13022479
13859	16002569
13877	16008094
13879	58005369
13880	20017181
13881	73621944
13882	74010486
13883	18003024
13885	12032163
13888	13023268
13891	56053809
13893	56053809
13894	13006523
13897	17024703
13906	22023355
13908	tmp82085895
13909	04016532
13911	16017130
13912	06033374
13913	07005062
13922	13017721
13923	76010221
13924	sf 98094157
13926	77354911
13928	09013610
13930	10027334
13931	06026763
13932	04027352
13933	10008421
13937	24022234
13940	66069477
13941	22024308
13942	31017683
13943	01013065
13945	03019107
13946	04016828
13955	14018397
13956	sf 89099097
13958	13000924
13960	22017941
13963	22008159
13964	sf 89099097
13967	05028013
13969	20012332
13973	13022297
13977	13005591
13980	15009963
13983	13025907
13985	13035387
13986	10034654
13987	11008390
13988	10034365
13993	18010169
13996	04025675
13998	08017329
14001	02014859
14004	52052869
14012	05029838
14013	74017144
14025	20002644
14029	08028628
14035	59051313
14036	sf 89099097
14039	15005598
14045	99002884
14047	48020745
14049	20008239
14051	34025486
14054	10020853
14055	18016360
14056	03016538
14058	a  58004940
14066	18006207
14068	03013056
14071	10029708
14072	unk82087965
14075	02015967
14076	21018317
14077	15002192
14078	04018276
14079	05010054
14081	15002199
14082	48033816
14084	51012967
14085	21019388
14086	17015170
14087	22019056
14095	22017041
14099	a  15000648
14103	12036164
14104	22018929
14106	16002958
14107	03012426
14108	10021755
14109	09000609
14115	02020026
14117	15015539
14119	22006515
14126	05008068
14128	20015071
14133	05013038
14134	43042903
14137	56053809
14139	unk82077776
14144	14021304
14145	21015552
14150	17011215
14153	13019503
14154	21013606
14167	22023718
14168	75046297
14171	19005199
14174	13006253
14175	13008074
14176	11004602
14185	22026883
14187	11022760
14188	14011054
14189	14008596
14196	20021011
14197	17018157
14201	42047702
14203	04014141
14204	20018837
14207	79368554
14211	00006904
14214	73355890
14218	33008203
14219	01031226
14220	91740943
14221	12018548
14222	42030908
14224	75035213
14226	99004026
14228	13003952
14234	18007406
14235	18013978
14237	35022771
14239	10011723
14242	12006556
14243	01026293
14247	ltf91093488
14248	11032712
14249	09025179
14251	12028804
14252	08027774
14253	41028182
14256	05005071
14257	73414062
14260	05007599
14262	06021867
14263	09007828
14264	72083742
14275	09025820
14276	04019750
14278	22009476
14280	unk84018935
14284	09024451
14293	55011956
14294	07002571
14297	07037527
14299	93232377
14301	20012951
14303	11010951
14313	39017490
14314	22016464
14315	02030166
14316	02024748
14317	75046295
14319	04012672
14323	74189352
14324	sf 89099097
14325	20022080
14327	sf 89099097
14329	03012603
14331	22016760
14332	13002503
14333	sf 89099097
14334	07006407
14339	06032322
14340	02010236
14342	04009492
14352	19014356
14355	09002775
14358	09031038
14362	07027615
14366	46039552
14367	16016077
14368	unk82047350
14372	f  01000501
14375	15003971
14379	12032329
14381	28011159
14392	13025028
14393	09012616
14394	41035138
14395	29025271
14396	17013623
14400	03018305
14402	2002106282
14407	65024140
14408	21011703
14409	06030382
14410	18008514
14411	23001228
14412	03017059
14416	77368865
14417	20017998
14418	15003376
14421	08037780
14422	34033696
14423	05040748
14429	05005089
14437	18003157
14441	w  06000156
14445	10025084
14446	56053809
14449	22019053
14456	13008079
14457	15024921
14459	84146622
14461	41030605
14463	51006627
14464	05040748
14465	04014526
14466	10035336
14467	51006502
14468	04007214
14469	13035815
14470	14002927
14471	ca 34000935
14472	78533064
14474	48035703
14475	ltf91077323
14476	04017770
14477	20005137
14478	19012694
14481	87129265
14482	03023478
14485	32017453
14487	16022855
14491	14014574
14492	12029964
14494	06007974
14495	a  49006118
14496	08006627
14498	06025881
14499	04004214
14504	46038407
14506	13021292
14509	sf 89099285
14510	04004132
14511	04004132
14513	02004948
14517	10011233
14519	a  14001044
14520	22004737
14524	sf 89099285
14526	07038261
14527	99005718
14528	47029184
14529	22009171
14530	sf 89099285
14532	21016856
14534	03022357
14535	00006103
14539	f  01001439
14545	22010862
14555	73168207
14562	07026695
14563	22006312
14564	12029542
14566	04025677
14571	16002137
14572	05034665
14573	20021966
14574	21005078
14575	02014684
14577	13009812
14579	21019926
14581	12013472
14584	56053809
14588	22023574
14596	33031204
14597	17013925
14598	09022181
14599	50017714
14600	21014140
14602	15005809
14604	04014537
14605	13024321
14606	16021938
14608	00003324
14609	43033904
14611	05040748
14614	01016995
14615	05042973
14617	94022012
14618	05010046
14619	01027851
14624	99005311
14625	17031267
14627	26014759
14629	19018544
14632	12005557
14633	00002919
14636	54004730
14644	16010686
14645	00002992
14646	19006409
14653	11030810
14656	10014155
14657	10007808
14658	07039522
14662	31012869
14663	04012672
14665	06027715
14667	44012068
14669	15026351
14671	02011739
14672	a  12000250
14673	02015289
14674	83204808
14675	11004844
14676	18002612
14678	74015979
14682	04002143
14684	10021325
14688	04032130
14691	sf 89099097
14696	06001567
14697	08023560
14699	14005831
14701	04010458
14709	sf 89099097
14710	27000334
14711	86188610
14712	14006799
14714	20008793
14715	13023377
14716	01027156
14717	19006139
14720	unk83070140
14721	20011541
14726	07006178
14728	15002489
14730	unk82099868
14731	72000539
14732	2003053259
14734	21012889
14735	20014002
14739	22020054
14740	05005442
14742	a  11000761
14744	06028758
14749	ca 12000605
14750	gs 06000749
14752	07031215
14755	07002181
14756	22014575
14757	20001014
14776	2004563353
14779	ca 10002807
14781	05006498
14792	91157035
14797	11032424
14798	11023370
14800	a  49004138
14809	09000541
14811	13003076
14813	00006646
14818	07025508
14823	17017623
14824	20020084
14825	20004766
14829	05034166
14831	02018087
14834	06011273
14835	14019360
14836	24006713
14837	07028973
14842	sf 89099097
14844	10009522
14851	66013830
14852	07026022
14853	04010076
14854	12021275
14855	30013040
14858	17011705
14860	73123604
14863	13023494
14866	a  13001798
14867	tmp82081141
14869	c  98000347
14870	19015352
14873	06042086
14874	35033427
14875	2002562723
14881	06022252
14882	16023092
14883	2002562725
14884	25011853
14885	41031101
14886	76355456
14887	12034963
14888	01010003
14890	16019418
14891	17024207
14892	12014066
14893	46022425
14895	06046687
14898	12008994
14899	50001361
14902	75007117
14903	08000658
14916	15021391
14917	41042512
14943	19010090
14944	57032121
14946	14018804
14947	01000504
14951	w  06000004
14953	33038798
14954	12031614
14955	20013420
14957	21004168
14958	15019089
14960	04009635
14961	04015279
14962	08000847
14963	ca 17001431
14964	10029625
14967	08008162
14968	08011674
14971	22004345
14973	50036849
14975	2002020554
14976	2002020554
14977	2002020554
14978	99002061
14980	22004383
14984	05040748
14985	19013227
14986	03006832
14987	12017324
14994	04014069
14995	16020385
14996	22006538
14998	2003558343
15000	05005419
15001	09013424
15004	04009538
15005	09008595
15007	ca 36001620
15011	19013015
15013	20003266
15015	07007162
15020	12017324
15027	32023787
15029	19008318
15030	77128277
15033	22025805
15036	11006095
15041	2003051100
15042	24011613
15044	17028188
15045	12023542
15054	03012603
15055	09025641
15063	12024175
15067	09014934
15069	23005911
15072	11023301
15074	50009336
15075	28009983
15076	87031514
15077	06027353
15082	22020918
15084	20017403
15086	12016910
15089	17025974
15091	12017324
15093	14016944
15094	16020439
15096	14006299
15098	17012014
15099	03019545
15101	13022358
15102	a  44005035
15108	06020175
15109	03026534
15113	08008280
15114	54003351
15116	19005693
15117	08034830
15118	03027371
15119	01022900
15120	18001598
15127	16021270
15128	91899129
15130	12020358
15132	69010345
15134	unk80009422
15135	86202795
15137	73084197
15138	12006222
15140	10004364
15143	21008835
15148	18018539
15149	52025500
15151	11019278
15154	13002474
15156	22023118
15158	68061663
15161	unk82034865
15162	21021364
15164	10024716
15168	20026558
15173	27001660
15174	15023325
15175	43040291
15178	01016607
15179	30013041
15180	14018879
15187	04015087
15189	20019425
15191	11012958
15192	10023748
15194	18013230
15199	84621143
15202	09031272
15204	02019653
15208	33031816
15210	99032231
15218	03004201
15220	99000132
15223	11010575
15224	03001458
15225	04004581
15227	49030239
15230	18017613
15233	02010330
15234	66004160
15238	60001154
15239	04032130
15240	75106775
15243	15021791
15247	05016520
15248	22004390
15249	20018249
15250	23005292
15251	83010360
15253	05022476
15255	96907285
15258	04031673
15260	42007051
15261	42007051
15262	76144625
15263	31024984
15265	2004047414
15266	19018729
15268	15010767
15269	05015439
15270	12017324
15271	30001694
15274	22006613
15278	10010187
15280	12012490
15281	12022867
15282	32005312
15283	13022808
15284	66004164
15285	15018968
15287	f  01001521
15290	15015467
15291	77577177
15294	04023597
15299	20006297
15300	09014821
15302	26024713
15304	42007051
15306	21003793
15308	17020937
15310	10030203
15311	02009235
15313	50001177
15314	95148749
15320	05033310
15322	sf 89099111
15325	22014784
15326	22014784
15327	03032388
15328	05042966
15329	57000504
15331	sf 89099153
15333	07009643
15334	12004991
15335	98181955
15343	17027749
15345	05007599
15351	15019388
15353	16005612
15355	12038072
15356	11027108
15358	22014784
15359	00064341
15363	07028234
15365	22000672
15367	12025322
15368	33004495
15369	04031597
15370	55055909
15373	sf 89099153
15374	sf 89099153
15376	05040748
15379	03026648
15380	20007923
15383	16007528
15384	16026125
15385	16006440
15386	22014784
15388	f  01001521
15389	44015482
15390	99002766
15396	97037232
15397	f  01000507
15398	14005639
15399	44015764
15402	2002032910
15404	22014784
15406	14014805
15407	08017629
15408	93034478
15409	52002949
15414	14018340
15415	22018920
15419	15022812
15420	19010089
15422	07017955
15424	07036495
15425	05040748
15428	22014784
15429	21006350
15430	11001007
15431	21018946
15432	24004621
15435	06002254
15436	01027844
15440	80455833
15444	13020396
15448	unk83055628
15449	10017327
15450	75102591
15451	22014784
15452	22014784
15454	69018591
15455	74016053
15457	22014784
15458	14005064
15460	19005054
15461	63007095
15464	18005661
15465	06025999
15468	16021789
15470	04000866
15471	22014784
15473	19006869
15478	unk83000251
